text,airline_sentiment,label
What an awesome flight Dallas 2 NY. Virgin America refused bc of my childs peanut allergy but u guys didnt. Thanks!,positive,2
is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued AGAIN,negative,0
"aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",negative,0
best u could doI might get my refund within 2 billing cycles. Months of u guys asking for another chance. Im done,negative,0
Thanks! Will do,neutral,1
on Sunday! Cant wait! See you then,positive,2
Filled out at the airport as part of a long day made longer.,negative,0
approaching three hours sitting in the plane on the ground at DFW on #AmericanAirlines flight 3056 Oscar performance,negative,0
I FOUND MY FOOTAGE!! D I am so so happy.,positive,2
Cant get ahold of anyone to speak to about missing miles. Its been over a month since travel amp Ive submitted twice online,negative,0
I told myself last time I would never fly you again. I really messed up today. Thanks flight 1802. Worst airline ever,negative,0
Hooray! Ive now been on hold for over an hour. Ive never loved Southwest more.,negative,0
thanks so much!,positive,2
my ticket was booked 127 to CUN. Does the arrival time reflect that CUN is now on EST time?,neutral,1
when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative,0
If you follow me I will DM you my phone # which you can call.,negative,0
sarahpompei dont bother wasting your time! will send u a form letter amp let u choose a gift certificate. #worstcustomerservice,negative,0
Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,negative,0
We dont mind the fee! We were told we cant change name on ticket at all.,negative,0
two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,negative,0
wifi is the worst 8 investment I have ever made.,negative,0
"jdbwaffles Were excited to have you fly with us, JB! When will this be? Spring Break !!!",positive,2
"You didnt call, did you. Try it, and then youll understand. Its not possible to reach an agent,I dont know what else to do",negative,0
"2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight now delayed. Now?",negative,0
already missed connection ugh,negative,0
What is the point of a UPC code on checked baggage if you cant tell me where my luggage is? Vacation day 3 trying on swimsuits...,negative,0
error message said couldnt process request at the last step after seat selection on each leg. Agent was unaware of an 1 of 2,negative,0
117 days maybe.,negative,0
is that #thestarter??,neutral,1
screwing me over twice in one month. Learned my lesson. We are through.,negative,0
you are really trying me today.,negative,0
"US 728Feb 21. Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions.",negative,0
next up enforcing your boarding procedure.,negative,0
So today I call into Customer Service amp speak with Wendell Holton in the Dallas office amp I am told there is nothing he can do,negative,0
I have 8 flights with you in the next two weeks lets make some good memories!,positive,2
please get me off this plane #UA57,negative,0
virginamerica may start service to Hawaii from #SanFrancisco this year #biztravel,neutral,1
CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or 75 to get to CLE.,negative,0
Trying for 20 hrs to reach agent. Must make change that cant be done on web by 1159 PST. Had to Cancelled Flight revs ystday.,negative,0
Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,neutral,1
On reaccommodation number Lisa Liza? in Raleigh was very helpful,positive,2
attached original ticket. flight number was 1672. isnt the experience I thought I would have. Terrible!,negative,0
my flt is at 7a tom. I have now recd notification that Im going out from some other airport,negative,0
its be nice to take a flight and have some level of consistency service from the flight attendants. Quality control???,negative,0
no kidding! Gonna take some beating on the apron... And there are some good lookin planes out there!,positive,2
"Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees amp for help getting me back to IAH.",positive,2
wht n experience waa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,negative,0
I see several economy plus can you put us in those. We dont have to be seated together,neutral,1
Yesterday on my way from EWR to FLL just after takeoff. #wheelsup #JetBlueSoFly,positive,2
when are you opening the flights beyond august 7th???,neutral,1
Can you do me a huge favor?!,neutral,1
Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic,negative,0
so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,negative,0
3 hours of sitting in the plane that hasnt left the Gate yet. 6 more hours of actual flying left.,negative,0
I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,negative,0
it took ages for one snapchat story to load. one. ONE. I will demolish you,negative,0
nope all set. Thx for checking.,positive,2
"stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous",negative,0
very disappointed in CC. Purchased ticket online w voucher and charge full amnt. Would not hold price after refund. Unacceptable,negative,0
need to Cancelled Flight a few more can you please check DM,neutral,1
I tried the online tracking and they said something like attempting to locate luggage,negative,0
"PortAuPrince, Haiti for continued food distribution, medical supplies, amp orphan care! #flyingitforward",neutral,1
Bruh giannilee Turn down for what. #VXSafetyDance,neutral,1
"btw, her name was Samantha and she won over everyone on the flight",positive,2
carlw1980 I have followed and dmd you. . . Please respond to my concern too. Really disappointed with customer service.,negative,0
Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,negative,0
"Flight for tomorrow has already been Cancelled Flightled, what do I do now?",negative,0
"Also, a United phone representative just asked me for my web password. Is that normal?",neutral,1
who do you think is gonna win Mayweather or Pacquiao?,neutral,1
Ever consider coming to Memphis? Need some TrueBlue service and fares badly!!,neutral,1
Thanks for taking care of that MR!! Happy customer.,positive,2
been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I dont understand you autoreFlight Booking Problems me on TUESDAY. HELP!,negative,0
Disappointed we werent allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,negative,0
"americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD",negative,0
with chocoLate Flight please... i m melting,neutral,1
I spent an hour on the phone with them and got no where at all,negative,0
flight 4524 delayed for 2 hours for a deadhead crew. Lets make 150 paying customers wait ...that is great service #USAirways,negative,0
why no preferred security line anymore. My TSA precheck didnt pull on my SilverAirways partner flight! #Platinum #spoiled,negative,0
What is the policy behind changing passengers seating assignments at the gate?,neutral,1
So the upcoming RR changesDeval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,neutral,1
stated before Im not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.,negative,0
at which point in told they have sold my voucher because I wasnt fast enough,negative,0
usairways Seriously. This is ridiculous. I shouldnt have to wait a hour for my luggage after I land. #wtf,negative,0
Thank you.,positive,2
I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,negative,0
Boston gate C12,neutral,1
"I tried. We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes. No resolution.",neutral,1
never fails to have delayed flights,negative,0
"Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 22",neutral,1
the new seats on the Canadaair regional jets just plain suck.,negative,0
22 You took cost for both flights out of my bank account. Now I cant get a refund for 2 weeks? I have been a loyal customer.,negative,0
"hey southwest! Can I see Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!",neutral,1
"I would happily wait in the terminal near food, restrooms and non irritated passengers.",negative,0
thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,neutral,1
my trip is a month away...why do you consider it around the corner? Is that a setting I can change?,negative,0
trying to add my boy Prince to my ressie. SF this Thursday from LAX,neutral,1
"after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time amp youve given our seats away? Seriously??",negative,0
You have no idea how upset and frustrated I am right now. Ill be sure to follow through with never flying with you again.,negative,0
TheEllenShow Imaginedragons kdepetro313 .what a great first night. #DestinationDragons,positive,2
"kids on a mission trip from Lasalle stranded in orlando area, they cant get back to Bos or PVD till WEDNESDAY?",neutral,1
kids fly. Dont hire people who dont care about them. This guy. #jetblue,negative,0
gimme,neutral,1
how can a person go from number one on a standby list to number twelve in three hours? Should I be super platinum diamond status,negative,0
thank you !,neutral,1
Great management of twitter account. Thank you.,positive,2
sure is. Whats more frustrating is being stranded at the airport with our fate in your hands.,negative,0
I would but you need to follow me first,neutral,1
Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,negative,0
I just need a place to sleep when I land without accommodations in PLS !,negative,0
I would like 2 speak United VP of #CustExp Jimmy Samartzis! I sent a surveyemail about my awful flight exp,negative,0
"i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",negative,0
well thats big of you but I dont have terribly high expectations at this point.,negative,0
I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,negative,0
is the airline of the Oscars but doesnt carry ABC on Direct TV?!?! Fail now I cant watch the Oscars. #united,negative,0
"I tried for 5hrs to contact SW! Twitter, fb, phone, email w no reply. 24hrs Late Flightr u respond, what could you do at this point?",negative,0
Madeit to the gate at 823 and they wouldnt let us on.,negative,0
"Eyyyy! Cancelled Flightlations, Flight Booking Problemss, reFlight Booking Problemss, but yall got me on the same flight out tonight not tomorrow amp the FC upgrade. Thx!",positive,2
But when becomes about get money from the passengers are very strict but dont have ANY feedback as a reward,negative,0
thanks for responding ... will do!,positive,2
I am following you need to follow me for DM?,neutral,1
It was the usually excellent SWA flight!,positive,2
I need some help. My record locator is bringing up TWO different flights in your system. One op by AA amp one from US Airways.,neutral,1
Dont want to clog your alreadycrowded line with a special meal request. Can someone DM me to sort out? #vegetarianproblems,neutral,1
"not frustrated, just an idea! Great crew. Thanks! #happycustomer",positive,2
youve got to be kidding. Look at the pictures. Im hoping its on the flight that just came in. The whole story is 2 much,negative,0
disappointed that u didnt honor my 100 credit given to me for ur mistakes. Taking my business elsewhere out.,negative,0
"Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday wont work for us.",negative,0
when your flights delayed gtgtgt,negative,0
im still waiting??? No answer!!,negative,0
"11 out of 11 delayed flights, you suck and getting worse",negative,0
Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.,positive,2
...would be on the next flight to Haydensteamboat,neutral,1
Look into better service.,neutral,1
"job well done from your Philly employee running check,in today. Tabitha? helped us in an emergency amp vacation saved!!!",positive,2
"Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",negative,0
United is offering to reroute my SFO flight to LAX. Might be geography class time.,negative,0
"if I tell you I like that warriors pick, will that get me that bump to first class?",positive,2
"oh, Ill be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",negative,0
"I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers....",negative,0
"Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers",negative,0
how about an update on flight 475 leaving tf green delayed,negative,0
"doesnt want to deal with me, but the world might want to know how they are treating their customers",negative,0
thanks for being entirely unhelpful and wasting hours of my time today,negative,0
"Hi ho, hi ho. Its off to work I go. #WeeklyCommuteOnAA",neutral,1
"please explain, I have plenty of time since Im STRANDED!!",negative,0
Am I flying on Spirit air?,negative,0
suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.,negative,0
how does it get Cancelled Flightled 10 hours before take off?,negative,0
its been booked into first class with curbside delivery 24 hours from now. Im counting on it! #TeamUSA,negative,0
Thanks so much!,positive,2
please do something about boarding at DCA 35X. Many delays buses to planes on tarmac despite empty gates. Disorganized mess.,negative,0
"My wife has been on the phone several times for past 3 days, with no result.",negative,0
Im willing to hold for an agent. you arent being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,negative,0
would you be willing to help me surprise my bestfriend with tickets to go see Imaginedragons? #DestinationDragons Gracias!,neutral,1
never lets me down!!!,positive,2
Id love to know what your policy is for damaged luggage.,neutral,1
"yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding.",negative,0
"Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive,2
was in the air. Just DMd you,neutral,1
"delivered moms delayed bag to the wrong place. 2 hrs on hold yesterday, gt1 hr today. Still no bag. #AA",negative,0
what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,negative,0
rebooked. This one is Late Flight too.,negative,0
flight 462 to Boston delayed due to weather in Tampa?,neutral,1
"My wife, sick 3yroldtwins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!",negative,0
your baggage person told me to go through AirCanada theyre handling my connecting flight.,negative,0
I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,negative,0
achieves a second year of profitability despite revenue pressure ... CAPAAviation,neutral,1
SERIOUSLY its 2015?!?! NO WiFi on a 5hr flight from CLESFO #1589. Youre the ONLY airline without WiFi...,negative,0
"I Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx amp got in 2 hrs Late Flight. What will be done?",negative,0
would have been nice if the agents were at the very least courteous since the delay was AAs fault,negative,0
1st x told no travel advisorynow TWO hrs on hold amp disconnected. Fl from BHM to Charlotte to PHL wont goHELP!!!,negative,0
"remember in business, a pleasant experience, means you will tell a friend. A bad experience means you will tell everyone you see",negative,0
well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy,negative,0
why do I check in online if I still have to wait in line for an hour to check in at counter? #fuckinlame naiamiaa,negative,0
"Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever. #UnitedAirlines",negative,0
no they were to busy taking to each other and I needed to get to an audition.,negative,0
I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,negative,0
"trying to change flight via DFW tomorrow, cant get thru on phone, long wait then cut off x2, can you help please?",negative,0
thank u i wiil write after call travel agency,neutral,1
ooh thanks!,positive,2
"nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son",negative,0
we didnt nothing was ruined just wet. Just frustrating when after traveling for 12 hours you cant change into clean clothes,negative,0
Thx Ops Agt Rich Westagard n Flight Att. Nancy DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,positive,2
when youre on hold with southwest for over 2 hours and it automatically hangs up on you. #iusedtoloveu,negative,0
why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,negative,0
Delayed AA3186 Missed due to delay AA3186 New flight now delayed AA2401,negative,0
Can you link the article where it says the routes and what times the routes are likely to be? Like TULDAL 100PM 7 None,neutral,1
I feel completely cheated . I read your commitment to customer service via website and def did not get service suggested there.,negative,0
What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,neutral,1
Didnt know that buying a seat in first class was just a request to sit in first class! Very Interesting.,neutral,1
pilot forgets to show up to work and Ricky J gate agent gives customers attitude. #usairwaysfail,negative,0
"Yes, but I like need my luggage before tomorrow morning",negative,0
"while Im sensitive to this fact, I dont believe that warrants poor service. A little help amp compassion goes a long way.",negative,0
Im tired of paying for luggage amp less than stellar customer service . #notafanofyourmerger,negative,0
How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,negative,0
"if you want to be helpful, find us a seat. Dont quote terms and conditions. #jetbluefail",negative,0
"United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",neutral,1
"Was going for the weekend for friends birthday, so no point in reFlight Booking Problems.",negative,0
"Well, thankfully theyve got a nice food court here...When will an update be posted?",positive,2
New marketing song? let us know what you think?,neutral,1
You guys are just being disrespectful at this point... learned my lesson about this airline,negative,0
DENAirport United 787 in snowy Denver.,neutral,1
I believe you have to follow me in order for me send you a DM,neutral,1
Safety might be your priority but organization clearly is not.,negative,0
"so, what should he do next exactly?!",neutral,1
after an hour and a half then it came back damaged. Not happy,negative,0
"open seating is like an open marriage, theres so much love for strangers!",positive,2
its ok...I forgive you guys.,negative,0
thank you for responding rather quickly btw,positive,2
are you telling me that you are now Cancelled Flighting my flight ??,negative,0
haha thats fine. Still wont fly ever again. Seems like you guys have more problems than anyone else.,negative,0
Thank you for your response!,neutral,1
Same exact flight too. Love JetBlue. Really want to fly with yall. But thats a little pricey for basic not Mint. BOS to SFO.,positive,2
"ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline #jetblue",negative,0
Charlotte Staff needs prayer....disappointed in response to mishaps ......lotttttttt of pissed off people here!!!!,negative,0
"Thats good, Id expect that but I cant get through on the phone to make any changes. Can I change it online?",negative,0
whats going on in CLT?,neutral,1
4595. We are now going back to the gate bc of something overheating after sitting out here for 3 hours.Love United but this stinks,negative,0
pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,negative,0
how does that help me when I get no response from there??? #usairwayssucks,negative,0
why the hell will you not put us in a hotel when youve stranded us. Your message says mechanical issues not weather. #usairways,negative,0
"using A321 JFKSEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only.",neutral,1
"I did not! Shes a woman whos a lead, she was working at gate c26.",positive,2
3 hrs on hold. Husband has decided we should sleep in shifts so we dont miss the phone rep. to reschedule,negative,0
that would be great,positive,2
thank you! I absolutely will,positive,2
"Its an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",negative,0
"thats why I fly yall, that personalized service",positive,2
trying to charge us 550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain,negative,0
its now 17 days since I contacted customer relations... #surf #fail #BaggageDrama,negative,0
"awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",negative,0
and iTunesMusic have put me in bad mood. I havent been this angry since Spagnuolo coached the #Rams,negative,0
"was earlier, for reFlight Booking Problems flight Im on now. Didnt get a screencap, just said unspecified error and to call SWA",negative,0
Our fleets on fleek.,neutral,1
why dont you fly to #nashville?,neutral,1
Do miles earned with Explorer card count toward lifetime miles?,neutral,1
not to get into semantics here but by means within the extent or period of during and it is still technically 219 #dictionary,negative,0
Airbus Wow what an amazing video Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,positive,2
s CEO battles to appease passengers and Wall Street TheVDT,negative,0
"just give up. Your service is terrible. If I wasnt forced to use United on certain routes, I never would.",negative,0
how can you not be taking calls? I need to change my flight!,negative,0
Love the new planes for the JFKLAX run. Maybe one day I will be on one where the amenities all function. #NoCharge #Ever,positive,2
arrangements to reimburse me for the rental I had to get?,neutral,1
cnnbrk they didnt address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane,negative,0
wont even refund for a flight they Cancelled Flightled #horriblecustomerservice,negative,0
not terribly inspired to call customer service in the future now.,negative,0
hows us 1797 looking today?,neutral,1
I have been on three planes for flight 1907 and still havent left the ground BAD SERVICE #sad,negative,0
the best airline in the world,positive,2
a 100 Samsonite totaled. Not happy. Not at all.,negative,0
my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.,negative,0
will do. Just need to get CVG.... and my bag too. Thanks,positive,2
"4 phone calls, 2 hrs of being sent back amp forth between two lines in the terminal and its the skycap that finds a solution",negative,0
you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,negative,0
there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,neutral,1
do bags still fly for free anymore?,neutral,1
I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?,neutral,1
"its not disappointment, its a blatant disregard for your business select customers, its becoming a problem thats pushing",negative,0
ahhhh your silence is golden now. This tops it all. Anyone get fired?,negative,0
I will thank you!,positive,2
reservation FEHQNE 21FEB15 DCARSW. Want refund not credit for Cancelled Flightled flight please.,negative,0
wheres the crew for ua748?,neutral,1
your customer service is a disgrace.,negative,0
We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.,negative,0
Second day amp attempt trying to leave IAD amp Im on another plane delayed for mechanical issues. Over an hour delayed!,negative,0
Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,negative,0
no word on delay reasons LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,negative,0
they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood,positive,2
Thats correctIve spent hours trying to book online only to receive an error when clicking final purchase button. 12,negative,0
I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?,neutral,1
got it taken care of! thank you lt3,positive,2
so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier,positive,2
was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,negative,0
flight to San Diego is delayed per usual.. take me home!,negative,0
He Cancelled Flightled a flight amp was given 2 weeks to apply travel bank credit to another flight amp credit was transferable,negative,0
well lucky I only fly JB..I guess I would be even more squished on any other airline,positive,2
flights have been on time Late Flightly though!,positive,2
seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,positive,2
never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer.,negative,0
"you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS",negative,0
Can you help me out with tickets to the Vegas event? I would be so stoked!,neutral,1
its ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired,negative,0
My wife and I will be sharing this dreadful experience. Dont pretend UA cares about young girl traveling alone # United Airlines,negative,0
whats the point of asking for details about a #servicedog when you book if your flight crew doesnt read them? Continued,negative,0
Im supposed to fly through Dallas. Can you help me get a new itinerary?,neutral,1
Also Agent not aware clearly of,negative,0
download jeokoo the American app for air travelers,neutral,1
Flight 4424 operated by FlyRepublicAir N813MA arrives at FlyTPA following flight from Reagan National,neutral,1
just filled it out. Hope someone responds before we book our next trip.,negative,0
come on I just want to go home I cant miss another day of work #stuckinmemphis #texasisclosed,negative,0
I have been on hold for over 28 minutes please help,neutral,1
"really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc.",negative,0
wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,negative,0
thanks,positive,2
why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 750pm flight Cancelled Flightation really weather reLate Flightd?,negative,0
I love your guys song! Were dancing to it for our high school dance revue,positive,2
"As one of the travelers affected by the Boston storm, Im shocked at Virgins complete apathy toward their customers.",negative,0
Your boarding process sucks. You should learn from,negative,0
I hope this isnt a real life scene out of the movie Flight .....,negative,0
", I was told my flights 2516 amp 2244 was Cancelled Flightled. But I dont seem to have any datetime changes. Ive been waiting for a call",negative,0
"if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral,1
is the vinyl part of the prize too?,neutral,1
over 15min hold on your reservation line. embarrassing. AA Platinum member.,negative,0
been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,negative,0
50 minute wait...still at the gate with a broken jetway. Might miss connection,negative,0
ok thank you i hope so too,positive,2
I have nothing but issues when I fly wu whats up wthat?! #travel #vacation #awful,negative,0
and now no wifi??? Come on.,negative,0
weather where? Its 60 in SFO and flight 834 is still on time to boston.,neutral,1
I will be stunned if my bags are in Hartford with me. The ORD ground crew only had an hour to move my bags 200 yards,negative,0
trying to get a customer service agent. Just landed in SFO. Cant fly with 3 layovers with 3 kids!!,negative,0
do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,neutral,1
I have been on hold wcustomer service line for 68 minutes. This after I was on phone with an agent for 35 min bf call droped,negative,0
"Im sorry its cold in chicago, but I dont see why that means it takes 45 minutes for my priority bag to show up on the carousel.",negative,0
currently dancing in the terminal. love Stevie!,positive,2
"I understand that. But 14 hours Late Flightr, I still havent heard a word! How can you plan your week with no zero information!",negative,0
"was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw",negative,0
Just submitted my response on the link you sent.,neutral,1
Your customer relations dept has oneway email. How is not allowing responses helpful?,negative,0
how do I see your report team?,negative,0
"Just got demoted from Gold cuz my hubby got 100 of the PQD, tho there were enuf spent for 4 Golds.#spousal.discriminationangry.",negative,0
"been on hold for over an hour, still dont know where my bags are, wont refund me my flight?!?! It wasnt weather!!",negative,0
nope. Currently sitting at my gate.,neutral,1
on the phone now. looks like global,neutral,1
Im not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!,negative,0
I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,negative,0
sent!,neutral,1
when can I start Flight Booking Problems for next years super bowl time? #help,neutral,1
"its cool that my bags take a bit longer, dont give me baggage blue ballsturn the carousel on, tell me its coming, then not.",negative,0
"I have a party of 4 booked for a flight in Aug. At 1005am, how can I find out how much it would cost to change to an earlier fl",neutral,1
its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather?? Backup planes??,negative,0
"and feel free to email me mikehertz7gmail.com dont worry, were not going anywhere but this damn Tarmac for a bit!",negative,0
"Why were we loaded onto the plane 4 hours Late Flight, mind you, made to sit for 40 minutes",negative,0
Asked for a waiver of a change fee for flight booked win past 24 hrs. Rep was rude. Just told me no. Didnt even try to help!,negative,0
Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,positive,2
they will just say dumb things to beat around the bush ! If youre flight Cancelled Flightled be prepared for no compassion from them,negative,0
"hi guys, do you have a general enquires email address please? Thanks David.",neutral,1
message sent. Thank you!,positive,2
"No reFlight Booking Problems necessary. I cant afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",negative,0
Thks US #1786 219 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,positive,2
okay. I just sent it.,neutral,1
checked in boardingpass wno checkin bagage guess im all set.,neutral,1
"yes, Thx! At 1035 landed at 920.",positive,2
I bought a plane ticket 2 months ago and still havent received my flight info and ticket in my email when it will come?,negative,0
Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent passengers do NOT matter Bet the CEO is just doing fine though!,negative,0
was wondering if you guys recieved my dm and were able to potentially respond asap,neutral,1
I cant wait to hear back from you regarding the internship opportunity!,positive,2
I dunno my travel information.. like what?,neutral,1
how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.,negative,0
You have the best flight attendant ever!!!,positive,2
I hope so. Last I spoke to the baggage team... they werent sure what city my bag was in.,negative,0
"#unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know",negative,0
Something to think about when you are dealing with PEOPLE!!!!! Just wrong. No excuses. Figure it out amp expect the unexpected,negative,0
#oaaret is our flight Cancelled Flightled?,neutral,1
thank you...I know its a busy for you today but any help would be appreciated...,neutral,1
we were moved to a delta direct. Thank you for the accommodations!,positive,2
flight #1051 on 223. Thx,neutral,1
You Make the Reservation Well Make the Excuses! #usairwaysfail,negative,0
my question is this whats up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,negative,0
flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which shed been txting on,negative,0
THRILLED to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,negative,0
please provide me your direct email for me to explain.,negative,0
yeah Im aware of that. Hence my original msg to you.,negative,0
Why havent you released a travel advisory for IAD for tomorrow????!!!!!!!!,negative,0
thats not an option for us. So how can we help each other fix this? I wouldve made the change earlier if given accurate info.,negative,0
follow me back so I can DM you guys,neutral,1
what is the status of the bag check area at FFL?,neutral,1
"United Club team is A amp got me a seat Late Flightr. Still, not sure why a last min UAL Cancelled Flightlation costs me yet overbooked folks get ?",negative,0
cardholder is flying. We both have us airways and advantage cards which is more frustrating.,negative,0
"amp on top of no free tv on the intl leg, now Im sitting on the Tarmac in Houston, 70 min past departure w another hr plus to go",negative,0
"United does a great job of answering public messages. Direct private messages, not so much.",negative,0
are you fucking kidding me???,negative,0
I dont want to seem crazy! Have already asked twice!,negative,0
love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,negative,0
sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!,positive,2
I even went to ticket counter and got no help,negative,0
on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?,negative,0
ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm,negative,0
